Date,Biden,Warren,Sanders,Harris,Buttigieg,Biden_CABLETV,Warren_CABLETV,Sanders_CABLETV,Harris_CABLETV,Buttigieg_CABLETV,Biden_Google,Warren_Google,Sanders_Google,Harris_Google,Buttigieg_Google,Biden_MA7,Warren_MA7,Sanders_MA7,Harris_MA7,Buttigieg_MA7,Biden_CABLETV_MA7,Warren_CABLETV_MA7,Sanders_CABLETV_MA7,Harris_CABLETV_MA7,Buttigieg_CABLETV_MA7,Biden_Google_MA7,Warren_Google_MA7,Sanders_Google_MA7,Harris_Google_MA7,Buttigieg_Google_MA7
30-Jul-19,28,18.5,12.5,11,6,6.5362,7.1668,8.2187,3.661,2.0955,4,3,6,5,3,31.23809524,15.54761905,14.88095238,11.33333333,5.666666667,4.805642857,2.073757143,2.551357143,2.724957143,0.585357143,3.428571429,2.285714286,4.428571429,3.571428571,2.142857143
31-Jul-19,32,12.5,14.5,10,5,12.4423,9.7646,9.2012,7.0835,1.8774,9,20,23,8,18,31.0952381,15.47619048,14.38095238,11.04761905,5.666666667,6.496642857,3.439,3.860057143,3.699414286,0.850585714,4.285714286,4.714285714,7.142857143,4.285714286,4.428571429
1-Aug-19,32.2,16,16.2,9.2,5.8,19.7412,3.3948,2.2842,9.6932,0.339,44,9,11,39,6,31.07619048,15.61904762,14.74285714,10.6952381,5.685714286,8.650614286,3.893585714,4.137085714,4.753442857,0.886671429,10.14285714,5.714285714,8.285714286,9.428571429,5
2-Aug-19,32.66666667,18.33333333,17.66666667,8.333333333,6.333333333,7.5046,1.7927,1.5889,2.3149,0.5615,9,5,6,11,3,31.12380952,16.0952381,15.31428571,10.21904762,5.780952381,8.449328571,3.965971429,4.167285714,4.467714286,0.899,10.85714286,6.142857143,8.571428571,10.57142857,5.142857143
3-Aug-19,30.75,18.25,16.5,8.25,6.5,4.0689,1.2631,0.8828,1.3475,0.2648,6,4,6,7,3,30.99285714,16.53571429,15.43333333,9.826190476,5.9,8.3226,3.741985714,4.026,4.186371429,0.847957143,11.14285714,6.428571429,8.857142857,11.14285714,5.285714286
4-Aug-19,30.75,18.25,16.5,8.25,6.5,0.5504,0.237,0.5378,0.6776,0.4858,5,3,5,5,4,30.86190476,16.97619048,15.55238095,9.433333333,6.019047619,7.752757143,3.556571429,3.706585714,3.985428571,0.846771429,11.42857143,6.571428571,8.857142857,11.42857143,5.571428571
5-Aug-19,30,19.33333333,15.66666667,8,6.666666667,1.2881,0.4218,0.8469,0.7344,0.0226,7,4,4,3,2,30.90952381,17.30952381,15.64761905,9.004761905,6.114285714,7.447385714,3.4344,3.365785714,3.644585714,0.806657143,12,6.857142857,8.714285714,11.14285714,5.571428571
6-Aug-19,25,18,13,8,7,1.3759,1.5596,0.9483,0.2927,0.5823,9,4,5,3,2,30.48095238,17.23809524,15.71904762,8.576190476,6.257142857,6.7102,2.633371429,2.327157143,3.1634,0.590485714,12.71428571,7,8.571428571,10.85714286,5.428571429
7-Aug-19,,,,,,4.3233,1.8962,1.429,0.9345,0.24,9,3,10,3,2,,,,,,,,,,,,,,,
8-Aug-19,,,,,,5.5468,2.1508,1.1458,0.6394,0.332,7,4,7,3,2,,,,,,,,,,,,,,,
9-Aug-19,,,,,,5.3174,1.704,0.6508,1.1628,0.1108,21,3,6,3,2,,,,,,,,,,,,,,,
10-Aug-19,,,,,,3.3511,2.0003,0.9441,1.594,0.2669,,,,,,,,,,,,,,,,,,,,
11-Aug-19,,,,,,3.3385,1.4924,0.741,1.0663,0.0769,,,,,,,,,,,,,,,,,,,,
